task_name,task_type,priority,duration_minutes,day_of_week,best_time_slot
Daily Standup,testing,high,99,Wednesday,Afternoon
Code Review,writing,high,171,Sunday,Evening
Client Call,writing,low,50,Friday,Afternoon
Database Backup,writing,high,143,Wednesday,Morning
Product Demo,meeting,low,130,Sunday,Afternoon
Code Review,writing,high,101,Thursday,Morning
Unit Testing,testing,low,174,Monday,Morning
Code Review,writing,medium,117,Monday,Afternoon
UI Testing,writing,medium,67,Monday,Evening
Bug Fixing,testing,medium,155,Monday,Evening
Sprint Planning,review,high,65,Tuesday,Afternoon
Product Demo,writing,low,165,Monday,Evening
Bug Fixing,testing,high,33,Sunday,Afternoon
Bug Fixing,meeting,high,150,Saturday,Morning
Bug Fixing,planning,low,99,Sunday,Evening
Code Review,coding,high,94,Tuesday,Afternoon
Daily Standup,planning,high,21,Wednesday,Morning
Sprint Planning,planning,medium,144,Saturday,Afternoon
Product Demo,meeting,low,146,Tuesday,Morning
Unit Testing,review,low,175,Saturday,Evening
Design Mockup,coding,medium,114,Sunday,Morning
Daily Standup,review,low,116,Tuesday,Afternoon
Design Mockup,coding,high,80,Monday,Afternoon
Daily Standup,writing,high,106,Sunday,Morning
Daily Standup,writing,low,89,Saturday,Afternoon
Product Demo,writing,low,162,Monday,Evening
Product Demo,writing,medium,162,Tuesday,Afternoon
Team Meeting,testing,medium,89,Saturday,Morning
Database Backup,writing,low,162,Monday,Evening
Product Demo,planning,high,80,Sunday,Morning
Design Mockup,testing,high,32,Saturday,Afternoon
Bug Fixing,review,medium,88,Monday,Afternoon
Product Demo,meeting,medium,40,Sunday,Afternoon
Team Meeting,meeting,medium,174,Wednesday,Afternoon
Documentation,testing,medium,78,Monday,Morning
Bug Fixing,writing,low,62,Tuesday,Morning
Design Mockup,meeting,low,73,Wednesday,Afternoon
Database Backup,review,high,143,Saturday,Afternoon
Product Demo,coding,low,177,Sunday,Morning
Code Review,writing,high,42,Friday,Afternoon
Code Review,coding,high,103,Sunday,Afternoon
Client Call,review,high,94,Friday,Evening
Team Meeting,planning,high,43,Sunday,Evening
Unit Testing,coding,medium,131,Friday,Morning
Documentation,planning,high,126,Tuesday,Morning
Team Meeting,writing,medium,110,Sunday,Afternoon
Database Backup,meeting,low,124,Thursday,Afternoon
UI Testing,review,high,146,Wednesday,Afternoon
UI Testing,testing,high,129,Sunday,Evening
Product Demo,planning,high,92,Friday,Afternoon
Daily Standup,planning,high,161,Monday,Evening
Unit Testing,testing,low,66,Wednesday,Morning
Bug Fixing,coding,low,50,Thursday,Morning
Team Meeting,review,medium,110,Friday,Morning
Sprint Planning,review,high,48,Tuesday,Afternoon
UI Testing,testing,medium,121,Sunday,Afternoon
Product Demo,coding,medium,166,Saturday,Afternoon
Bug Fixing,coding,medium,165,Sunday,Morning
Daily Standup,review,high,150,Thursday,Afternoon
Unit Testing,meeting,low,121,Sunday,Morning
Unit Testing,writing,medium,61,Tuesday,Evening
Database Backup,planning,medium,146,Friday,Afternoon
Documentation,planning,low,118,Monday,Afternoon
Product Demo,meeting,low,28,Sunday,Morning
Code Review,writing,high,115,Friday,Morning
Bug Fixing,testing,high,75,Tuesday,Morning
Code Review,writing,low,101,Friday,Morning
Client Call,review,medium,81,Wednesday,Morning
Team Meeting,review,medium,164,Saturday,Afternoon
Code Review,planning,high,157,Monday,Afternoon
UI Testing,coding,low,100,Thursday,Morning
Team Meeting,meeting,medium,161,Monday,Evening
UI Testing,testing,medium,68,Saturday,Afternoon
Sprint Planning,writing,low,30,Monday,Morning
Team Meeting,writing,medium,148,Wednesday,Morning
Code Review,meeting,medium,50,Wednesday,Afternoon
Documentation,planning,low,76,Tuesday,Afternoon
Daily Standup,planning,medium,54,Friday,Morning
Unit Testing,meeting,low,112,Tuesday,Morning
Code Review,coding,high,149,Tuesday,Evening
Code Review,meeting,low,47,Saturday,Morning
Code Review,meeting,high,164,Friday,Evening
Bug Fixing,review,high,77,Saturday,Afternoon
Sprint Planning,testing,high,178,Saturday,Morning
Product Demo,review,high,91,Monday,Evening
Database Backup,meeting,low,85,Monday,Morning
Unit Testing,coding,medium,67,Saturday,Morning
Team Meeting,meeting,low,140,Wednesday,Evening
Database Backup,coding,high,155,Friday,Afternoon
Design Mockup,testing,low,100,Friday,Afternoon
Sprint Planning,writing,high,75,Friday,Evening
Design Mockup,testing,high,101,Saturday,Evening
Bug Fixing,coding,low,23,Tuesday,Afternoon
Daily Standup,planning,high,122,Tuesday,Morning
Bug Fixing,meeting,low,163,Monday,Afternoon
Documentation,coding,low,177,Saturday,Evening
Code Review,writing,low,101,Sunday,Afternoon
Code Review,review,low,94,Monday,Morning
Daily Standup,coding,high,89,Saturday,Evening
Design Mockup,writing,high,157,Wednesday,Afternoon
Database Backup,meeting,medium,113,Friday,Evening
Database Backup,meeting,high,70,Tuesday,Evening
Unit Testing,testing,high,161,Friday,Evening
UI Testing,meeting,low,129,Tuesday,Afternoon
Code Review,writing,medium,153,Sunday,Evening
Code Review,meeting,medium,71,Sunday,Evening
UI Testing,testing,low,82,Thursday,Morning
UI Testing,testing,high,80,Thursday,Evening
Documentation,testing,high,87,Thursday,Morning
UI Testing,coding,medium,141,Wednesday,Morning
Sprint Planning,writing,high,89,Saturday,Morning
UI Testing,review,medium,27,Monday,Evening
UI Testing,review,high,103,Monday,Evening
Daily Standup,meeting,low,152,Wednesday,Afternoon
Unit Testing,coding,high,23,Saturday,Morning
Daily Standup,planning,high,91,Saturday,Morning
Daily Standup,coding,low,116,Wednesday,Evening
UI Testing,meeting,high,133,Monday,Afternoon
Product Demo,planning,low,129,Thursday,Afternoon
Sprint Planning,review,high,73,Saturday,Afternoon
Daily Standup,coding,low,145,Thursday,Afternoon
Design Mockup,meeting,medium,110,Thursday,Afternoon
Database Backup,planning,medium,31,Thursday,Afternoon
Documentation,coding,medium,32,Thursday,Afternoon
Documentation,writing,medium,101,Thursday,Evening
Database Backup,planning,low,55,Monday,Evening
Team Meeting,writing,low,150,Thursday,Afternoon
Documentation,testing,medium,100,Wednesday,Afternoon
Code Review,writing,high,98,Thursday,Morning
Bug Fixing,coding,medium,46,Tuesday,Afternoon
Documentation,testing,medium,138,Sunday,Afternoon
Product Demo,meeting,medium,107,Monday,Morning
Team Meeting,meeting,low,170,Saturday,Afternoon
Product Demo,planning,high,148,Wednesday,Afternoon
UI Testing,testing,low,92,Tuesday,Afternoon
Sprint Planning,meeting,medium,178,Friday,Evening
Design Mockup,testing,medium,119,Monday,Evening
Client Call,coding,high,167,Thursday,Evening
Daily Standup,writing,medium,27,Wednesday,Morning
Sprint Planning,meeting,low,95,Sunday,Evening
Unit Testing,coding,medium,96,Friday,Afternoon
Database Backup,coding,high,123,Sunday,Afternoon
Client Call,testing,high,173,Friday,Evening
Bug Fixing,meeting,medium,61,Saturday,Morning
Team Meeting,planning,low,55,Friday,Evening
Sprint Planning,meeting,high,28,Saturday,Evening
Sprint Planning,coding,high,99,Friday,Morning
Team Meeting,testing,medium,146,Monday,Evening
Client Call,review,high,36,Thursday,Afternoon
Client Call,testing,high,30,Monday,Morning
Client Call,testing,low,41,Friday,Afternoon
Bug Fixing,meeting,low,89,Sunday,Evening
Database Backup,planning,low,93,Thursday,Afternoon
Code Review,testing,low,48,Saturday,Morning
UI Testing,planning,high,148,Tuesday,Morning
Team Meeting,planning,low,145,Wednesday,Afternoon
Design Mockup,review,medium,126,Wednesday,Morning
Bug Fixing,planning,medium,106,Tuesday,Evening
Bug Fixing,testing,high,57,Sunday,Afternoon
Client Call,meeting,medium,105,Sunday,Evening
Product Demo,meeting,medium,115,Friday,Evening
Documentation,testing,low,152,Sunday,Afternoon
Unit Testing,meeting,medium,173,Saturday,Afternoon
Bug Fixing,testing,low,47,Thursday,Evening
Daily Standup,testing,medium,168,Monday,Evening
Daily Standup,coding,medium,158,Monday,Evening
Sprint Planning,coding,low,98,Saturday,Morning
Database Backup,coding,medium,139,Thursday,Afternoon
Documentation,planning,high,164,Thursday,Evening
Client Call,review,medium,147,Saturday,Evening
Design Mockup,testing,low,97,Sunday,Morning
Client Call,coding,low,31,Saturday,Evening
UI Testing,review,low,46,Sunday,Afternoon
Unit Testing,coding,low,56,Monday,Morning
Sprint Planning,meeting,low,91,Sunday,Afternoon
Product Demo,review,high,122,Thursday,Morning
Database Backup,writing,medium,63,Wednesday,Evening
Daily Standup,meeting,low,28,Sunday,Evening
Design Mockup,planning,low,39,Wednesday,Afternoon
Team Meeting,planning,low,70,Friday,Afternoon
Unit Testing,meeting,medium,118,Friday,Morning
Database Backup,review,high,97,Sunday,Evening
Design Mockup,writing,high,69,Saturday,Afternoon
Code Review,coding,low,43,Monday,Morning
Database Backup,review,medium,50,Friday,Morning
Bug Fixing,meeting,medium,35,Sunday,Afternoon
Documentation,review,medium,129,Tuesday,Morning
Database Backup,writing,low,147,Tuesday,Morning
Bug Fixing,coding,low,122,Saturday,Morning
Database Backup,meeting,high,23,Thursday,Morning
Team Meeting,planning,high,33,Tuesday,Afternoon
Design Mockup,coding,medium,54,Tuesday,Afternoon
Product Demo,meeting,high,81,Thursday,Evening
Documentation,writing,low,142,Monday,Morning
Bug Fixing,writing,high,117,Tuesday,Evening
Daily Standup,writing,high,109,Sunday,Afternoon
Database Backup,meeting,high,175,Friday,Morning
UI Testing,coding,low,126,Sunday,Evening
Unit Testing,testing,low,160,Sunday,Morning
Code Review,testing,high,81,Tuesday,Morning
Bug Fixing,writing,low,106,Wednesday,Afternoon
Database Backup,writing,medium,54,Monday,Afternoon
Unit Testing,planning,low,93,Wednesday,Afternoon
Client Call,testing,high,21,Sunday,Evening
Unit Testing,review,high,73,Sunday,Afternoon
Team Meeting,meeting,medium,110,Wednesday,Afternoon
UI Testing,writing,high,62,Friday,Afternoon
Design Mockup,review,medium,23,Wednesday,Evening
Client Call,planning,high,25,Thursday,Morning
Database Backup,review,high,74,Thursday,Morning
Daily Standup,planning,medium,171,Saturday,Afternoon
Sprint Planning,planning,medium,138,Thursday,Evening
Documentation,planning,high,34,Thursday,Afternoon
Code Review,meeting,low,105,Thursday,Evening
Unit Testing,planning,high,158,Friday,Evening
Client Call,review,low,150,Sunday,Afternoon
UI Testing,review,high,73,Monday,Evening
Team Meeting,review,medium,141,Thursday,Morning
Code Review,writing,low,105,Sunday,Evening
Database Backup,testing,low,130,Wednesday,Afternoon
Database Backup,coding,high,136,Thursday,Morning
UI Testing,coding,medium,62,Wednesday,Afternoon
Documentation,meeting,medium,42,Saturday,Evening
Unit Testing,testing,high,153,Monday,Morning
Client Call,planning,low,153,Thursday,Evening
Product Demo,coding,low,54,Tuesday,Evening
Database Backup,review,medium,164,Thursday,Morning
Documentation,planning,medium,90,Friday,Afternoon
Bug Fixing,testing,high,64,Monday,Afternoon
Product Demo,testing,low,92,Friday,Afternoon
Sprint Planning,planning,high,30,Monday,Afternoon
Sprint Planning,coding,high,140,Tuesday,Evening
Documentation,meeting,high,83,Saturday,Morning
Code Review,writing,low,132,Tuesday,Morning
Documentation,meeting,high,75,Friday,Morning
Sprint Planning,review,high,50,Friday,Afternoon
Database Backup,testing,high,160,Sunday,Morning
Client Call,testing,high,27,Saturday,Morning
Design Mockup,review,low,55,Sunday,Afternoon
Documentation,testing,high,77,Monday,Evening
Team Meeting,writing,medium,70,Monday,Evening
Code Review,planning,high,118,Monday,Morning
Sprint Planning,testing,medium,108,Monday,Evening
Design Mockup,testing,medium,163,Wednesday,Evening
Database Backup,review,medium,42,Saturday,Morning
Client Call,testing,low,77,Saturday,Evening
Code Review,planning,high,102,Friday,Morning
Client Call,coding,medium,102,Tuesday,Morning
Sprint Planning,writing,low,176,Wednesday,Evening
Code Review,writing,low,140,Thursday,Afternoon
Unit Testing,planning,medium,22,Saturday,Evening
Bug Fixing,coding,high,27,Monday,Afternoon
Documentation,planning,low,106,Saturday,Evening
Sprint Planning,coding,medium,50,Wednesday,Afternoon
Client Call,coding,high,23,Wednesday,Evening
Database Backup,review,high,93,Tuesday,Afternoon
Bug Fixing,writing,medium,171,Friday,Evening
Design Mockup,meeting,medium,158,Tuesday,Evening
Unit Testing,writing,high,44,Sunday,Morning
Team Meeting,testing,high,92,Friday,Evening
Sprint Planning,planning,high,141,Wednesday,Evening
Database Backup,meeting,low,24,Wednesday,Morning
Bug Fixing,coding,low,29,Wednesday,Evening
Team Meeting,testing,high,156,Tuesday,Afternoon
Team Meeting,testing,low,151,Wednesday,Evening
Design Mockup,coding,low,38,Thursday,Afternoon
UI Testing,meeting,high,43,Friday,Morning
Design Mockup,review,low,168,Wednesday,Morning
Database Backup,testing,high,126,Tuesday,Morning
Team Meeting,coding,medium,169,Thursday,Afternoon
Documentation,planning,low,149,Friday,Afternoon
Unit Testing,planning,low,97,Saturday,Afternoon
Design Mockup,writing,medium,98,Tuesday,Morning
Team Meeting,testing,low,71,Sunday,Afternoon
Product Demo,review,low,31,Friday,Evening
Design Mockup,writing,low,71,Tuesday,Morning
Team Meeting,coding,low,178,Saturday,Evening
Team Meeting,review,medium,51,Sunday,Evening
UI Testing,review,medium,82,Monday,Morning
Design Mockup,meeting,medium,31,Tuesday,Afternoon
Sprint Planning,writing,low,29,Saturday,Morning
Unit Testing,meeting,low,119,Thursday,Morning
Code Review,meeting,high,131,Thursday,Morning
Client Call,coding,high,74,Tuesday,Evening
Code Review,meeting,high,92,Saturday,Afternoon
Documentation,planning,low,174,Thursday,Morning
Code Review,review,medium,156,Friday,Afternoon
Team Meeting,writing,low,158,Friday,Morning
Sprint Planning,planning,medium,31,Friday,Evening
Design Mockup,coding,high,129,Friday,Morning
Database Backup,testing,high,159,Sunday,Evening
Product Demo,coding,low,43,Friday,Afternoon
Database Backup,planning,medium,62,Friday,Morning
UI Testing,review,medium,54,Tuesday,Afternoon
UI Testing,meeting,medium,34,Monday,Afternoon
Sprint Planning,testing,high,113,Thursday,Evening
Team Meeting,review,low,26,Sunday,Afternoon
Product Demo,planning,high,112,Saturday,Morning
Daily Standup,writing,medium,83,Thursday,Evening
Design Mockup,coding,medium,74,Friday,Morning
Sprint Planning,testing,high,76,Wednesday,Morning
Database Backup,planning,high,96,Sunday,Morning
Database Backup,coding,high,179,Saturday,Morning
Design Mockup,coding,medium,167,Wednesday,Afternoon
Team Meeting,coding,low,38,Thursday,Evening
Team Meeting,planning,high,116,Friday,Evening
Documentation,planning,medium,142,Wednesday,Evening
Daily Standup,meeting,low,121,Wednesday,Evening
Client Call,testing,medium,37,Saturday,Morning
UI Testing,planning,medium,119,Friday,Afternoon
Client Call,testing,low,84,Monday,Evening
Team Meeting,planning,low,122,Saturday,Afternoon
Documentation,review,medium,20,Wednesday,Evening
Sprint Planning,review,medium,45,Friday,Afternoon
UI Testing,writing,low,137,Sunday,Afternoon
UI Testing,planning,medium,24,Friday,Evening
Client Call,testing,medium,147,Saturday,Afternoon
Product Demo,coding,medium,67,Wednesday,Evening
Client Call,writing,high,126,Sunday,Evening
Bug Fixing,review,low,35,Tuesday,Morning
Sprint Planning,meeting,high,126,Sunday,Afternoon
Design Mockup,writing,medium,90,Wednesday,Morning
Team Meeting,planning,low,49,Wednesday,Evening
Bug Fixing,writing,medium,155,Sunday,Afternoon
UI Testing,planning,low,62,Tuesday,Evening
Daily Standup,meeting,low,157,Wednesday,Afternoon
Design Mockup,writing,high,174,Sunday,Afternoon
Team Meeting,meeting,medium,34,Saturday,Morning
Unit Testing,coding,high,141,Saturday,Morning
Documentation,planning,medium,51,Friday,Evening
Bug Fixing,writing,medium,90,Saturday,Morning
Unit Testing,writing,low,167,Thursday,Afternoon
Design Mockup,writing,high,98,Friday,Afternoon
Design Mockup,planning,medium,68,Tuesday,Morning
Daily Standup,testing,high,76,Sunday,Morning
Documentation,testing,low,46,Saturday,Afternoon
Product Demo,coding,high,66,Wednesday,Morning
Team Meeting,testing,high,97,Tuesday,Afternoon
Bug Fixing,meeting,medium,179,Thursday,Afternoon
UI Testing,writing,medium,177,Monday,Afternoon
Team Meeting,review,medium,133,Tuesday,Afternoon
Code Review,writing,high,34,Thursday,Morning
Code Review,writing,high,103,Wednesday,Morning
Daily Standup,meeting,medium,159,Sunday,Afternoon
Product Demo,writing,medium,73,Wednesday,Morning
Bug Fixing,meeting,low,26,Tuesday,Afternoon
Bug Fixing,review,medium,170,Sunday,Evening
Client Call,coding,high,26,Monday,Morning
Bug Fixing,meeting,low,147,Tuesday,Afternoon
Documentation,meeting,medium,35,Friday,Morning
Sprint Planning,testing,medium,62,Sunday,Afternoon
Bug Fixing,review,low,103,Saturday,Afternoon
Unit Testing,review,medium,179,Friday,Morning
Product Demo,review,high,154,Wednesday,Morning
Team Meeting,meeting,high,130,Tuesday,Evening
Client Call,planning,low,179,Friday,Evening
Database Backup,writing,high,62,Tuesday,Evening
Documentation,review,medium,44,Tuesday,Afternoon
Product Demo,writing,low,117,Tuesday,Morning
Unit Testing,writing,high,140,Sunday,Morning
Database Backup,review,low,155,Saturday,Evening
Code Review,meeting,medium,170,Saturday,Afternoon
Team Meeting,planning,low,150,Friday,Afternoon
Client Call,writing,high,66,Wednesday,Morning
Documentation,planning,high,78,Monday,Afternoon
Code Review,review,low,35,Friday,Evening
Team Meeting,planning,medium,32,Wednesday,Morning
Product Demo,review,medium,96,Saturday,Afternoon
Team Meeting,planning,low,104,Thursday,Evening
Bug Fixing,meeting,medium,151,Sunday,Morning
